id	texto	clase
14872	@user Yo pienso que gracias al puto CAMBIEMOS muchas familias no tendrán un puto plato de fideos ni un puto trozo de pan ni una PUTA gaseosa para brindar con su familia, y te lo pintan de colores muy bonitos.	incivilidad
8425	"IFE universal: estudio reveló que el 45% de los chilenos usará el beneficio para invertir, ahorrar y pagar deudas
https://t.co/TFlGMtg5S9 https://t.co/gGaPKqHGzv"	normal
1773	"Me recuerda la pelea de los payasos en el Circo, mientras se montaba el encatrado del número principal.
El PC sabe que no tendrá la Presidencia, pero junto al FA, la Lista del Pueblo y ""la calle"" manejará la Convención, el Parlamento y al Gobierno. Mejor aun si es Yasna Provoste. https://t.co/URmASIpR0Q"	normal
1197	@user @user @user @user @user En todo Latinoamérica hay pobres e ignorantes 🤦🤷	incivilidad
9876	La ONU ya advirtió al Gobierno que detuviera las expulsiones, pero a Piñera parece no importarle. Quiere dejar a Chile tan solitario como está él. https://t.co/Xms95Am4UQ	normal
4282	@user que tan conchetumadre tienes que ser, pedazo de aweonao	incivilidad
12834	¿Como es una femenina?.  Culta.  Educada con su ejemplo.  Da y exige respeto.  Cuida su entorno.  Se sabe amada y se valora.  Da siempre su protección al ser más desvalido.  Esas feministas son una horda de simias salvajes, que no se quieren ni a sí mismas. https://t.co/0SRZM4hCJd	odio
12708	@user Haitianos de mierda. Vienen a Chile y no saben ni español básico. Tienen que irse.	odio
2854	Bolivianos qls les vamos a mandar una caja llena de chocman para que tengan algo de costa.. #VamosChile	incivilidad
10300	@user @user Y donde están la ni una menos y las feminazis asesinos Barrón a una chiquilla que tenía toda su vida por delante alguien que servía a su país	odio
13236	@user how ur hurt someone u claimed to love so much. How you are so heartless con la única mujer que no te hice nada ni te pedía nada	normal
10653	@user @user Pero saco a la luz las reales intenciones del Frente Amplio, Comunistas y afines. Solo quieren robarse nuestra plata.	normal
523	Nos están robando el país y no ponemos remedio. En vez de hacernos a nosotros ricos, ellos nos están arruinando. Apoyan la inmigración y los pueblos originarios siempre quieren hacernos concesiones. ¡Son como una plaga!	odio
5654	El control del PS3 me hace rabear más que la chucha, no soporto ese control culiao y tengo dos, los dos malos 😡	incivilidad
10592	@user Ese sueldo actual solo permite que los weones quieran llegar ahí a forrarse. No hay vocación real de servicio. Ya está bueno ya!!!	incivilidad
160	Los prejuicios contra los gays deben ser erradicados, y se debe fomentar la tolerancia y el respeto para todos los seres humanos.	normal
3182	@user Paciencia...no se jugó mal solo que el arco no estuvo a la altura del partido...no te acuerdas del casi gol de Pinilla?? maldito arco!!🤬🤦🤦🤣	normal
13908	@user ¿No esta bastante claro?  Si es mujer es inocente.	odio
8914	Comunista CTM https://t.co/andcxzoMQZ	incivilidad
11868	INMIGRANTES USURPAN O MEJOR DICHO, ROBAN LOS DERECHOS SOCIALES DE LOS CHILENOS MÁS POBRES !  Esos dineros REGALADOS A LOS INMIGRANTES DEBIESEN SER PARA AUMENTAR LOS BENEFICIOS A LOS MÁS POBRES DE CHILE .  ¿ Ud. , que opina ??	odio
10352	"@user Me meti a cachar que onda... y es de derecha... eso explica todo!
Solo bloqueelo!"	normal
2616	@user @user Es igual que los argentinos. Terrible arrabalera pero se jura blanca.  En todo caso, bella.	normal
5711	@user Delincuentes pidiendo la libertad a otros delincuentes ? Vayanse a la mierda.	incivilidad
10121	La derecha lleva años robándole a todos los Chilenos y ahora se desesperan, andan sembrando el terror, creen q el comunismo se va apropiar de todo la plata y eso no lo pueden permitir; eso no pasará, nadie va a  nacionalizar, expropiar, relájense, y eduquese,quedan de ignorantes	incivilidad
11225	Bueno, ya terminé el dibujo de Jude, el diseño del vestido azul lo hice yo y el de negro fue una imagen de pinterest, y eso fue porque no tenía tanta idea de cómo hacerlo.  Pero ya luego de varias horas creo que no quedo tan mal, igual, pronto lo trataré de hacer en físico 💖 https://t.co/ktYwFgay7q	normal
4960	Los zurdos se contradicen hasta entre ellos! Cada uno quiere tener su numerito! Jadue dice q sí es elegido, intervendrá la Constituyente cambiando las reglas, otros zurdos manifiestan que el poder constituido no puede intervenir en la Constituyente! 🙄🙄🙄. Quién los entiende? https://t.co/RLEhEnugRB	incivilidad
8740	Es rebote pelao conchetumadre.	incivilidad
8523	El Blog de Benjita https://t.co/5NzDkOdjAC #DomingoDeGanarSeguidores #Domingo #FelizDomingoATodos #FelizDomingo #DomingoEnELTIEMPO #domingo #domingoperez  #DanielJadue #recoleta #Corrupcion #corrupcionchamorristanuncamas #Comunistas #comunista #ComunismoNuncaMas #Izquierda	normal
11127	Ración de patria como pa que no nos olvidemos de lo que vivimos y lo que nos puede esperar con esta gente! Gracias Nicolás Maduro y Omar Prieto https://t.co/pWXVDmkhDC	normal
9408	lo buena que es esta canción es inversamente proporcional a lo pesaos culiaos que son sus interpretes https://t.co/M6xOWFOjlT	incivilidad
12899	@user COMO NEGRA TENGO EL ALMA	normal
13221	@user @user ¡¡ ASÍ ES LA JUSTICIA: COOPERANDO CON LA CAUSA NARCO TERRORISTA MAPUCHE !!	odio
11438	PORQUE LAS MARACAS CULIAS DE TIKTOK TUVIERON QUE QUEMAR A LA DOJA CAT HERMANO PORQUE	odio
4630	@user Tenía un amigo le decían el trucha un ojo derecho y el otro a la xuxa puta los weones malos	incivilidad
2489	Otro arbitraje polémico de un venezolano	normal
3812	@user Cuento suyo....Vote x Orrego sin miedo, para safar de los zurdos hiperventilados.	incivilidad
12860	Doña BACHELET nos dejó el país infectado con tanto haitiano son sucios	odio
4589	@user @user No nos metan a los chilenos ahI xD	normal
3651	Hogar dulce hogar... Bañate mujer llena de virus...	incivilidad
2006	Ya pue', ya pue' que me manden luego los calzoncillos que compre en el cyber, me tienen a poto pela'o acá 😤😩	normal
4406	"Entré a una ""sala"", pa' cachar lo que era...

Me echaron 🤡🤡🤡🤡"	normal
10465	@user El peor Congreso de la historia, a quienes representan realmente estos monos.	incivilidad
8750	"@user Dígalo más directo...

VACUNATE CONCHETUMADRE DE!!!!"	incivilidad
7201	Ya estoy chata de la gente que no entiende que hay que guardarse y te hacen sentir mal, latero o necesitan explicación de por qué uno no engancha con sus carretes, weones inconscientes pueden irse a la csm 😒	incivilidad
1948	@user La Sra. K, es un mounstruo a pesar de haber firmado 500 mil acuerdos le llega y quiere destruir todo, por favor hay q desaparecerla, no hay un ser con más odio hacia el Perú q esta mujer.	incivilidad
6148	Mujeres que quieren ser simpeadas.	normal
2522	@user @user @user Eso es correcto amigo, lamentablemente a ustedes por el camino que van les pasará igual que a nosostros los venezolanos que nunca votamos ni por Chávez ni por Maduro, pagarán justos por pecadores.	normal
8460	CAMARÍN CHUPA EL PICO AZUL AZUL Y LA CONCHETUMADRE https://t.co/dpUtjJF67i	incivilidad
14180	@user Antofagasta dejará d pertenecer a🇨🇱en nenos d 5 años, y pasará lo mismo con Arica y gran parte del Sur d 🇨🇱  Fiesta Patria, bandera y himno escudos y monumentos historicos serán eliminados y las personas con la nacionalidad chilena tendrán poco o nada d derechos y oportunidades https://t.co/etdLFe6rRO	normal
7051	Defendiendo a delincuentes que cometieron muchos delitos?? https://t.co/E108u6QVbe	incivilidad
14405	@user Todas las malas costumbres se aprenden  Muy Rapido.  Veia como Extranjeros  Suben sin pagar.  Pero ningun Chileno  Afuera, puede hacer lo  Mismo, va Preso.  Nos han tomado el pelo  Como han querido,gracias  A NM. y MB. 7 años  Perdiendo Millones el  Estado,podria servir para  Crear Otro Bono	odio
12361	Es calcado al chileno racista, desclasado, arribista, aparentador. El venezolano pobre que llegó y que pude conocer es muy humilde. El que llegó después es arrogante. Ese profesional que estudió gratis en su país y que viene a darnos lecciones a nosotros. Pido respeto. Nada más.	odio
11386	@user @user Entre los apras y mapuches qls hay que investigar. Esos dos grupitos son los culpables	odio
14170	Por otro lado otra mujer, la moderadora supongo, le llama la atención al hombre por replicar. No hay que dejar expresar a los hombres cuando son interpelados por mujeres.     El supremacismo femenino se va instalando a marchas forzadas en la sociedad y en las instituciones.	odio
13844	@user Basta mujer	normal
9467	"bastante ordinaria la campaña de los fachos culiaos contra Oliva. 

menos mal los bots qlos no van a votar"	incivilidad
4381	Gol de Venezuela a uruguay, los aweonaos dirán que por culpa de rueda 😩😩	incivilidad
12716	Mujer fue detenida por falsificar documentos para cobrar casi 65 millones en seguros, acreencias bancarías y facturas en Rancagua https://t.co/hoxECjqv4m	normal
7341	Nótese quienes de la supuesta derecha que ocupan cupos que no les corresponde, estuvieron a favor de indemnizar a los delincuentes que saquearon y quemaron todo a su paso, Ximena Ossandón y Erika Olivera y uno que se abstuvo fue Andrés Longton, ni un voto para su reeleccion! https://t.co/YdEXlhyG7f	normal
10353	@user (Este es un ataque a la democracia) DE QUÉ DEMOCRACIA HABLA ÉSTE PEZUÑENTO BOLIVIANO SI ESA PALABRA NO EXISTE EN LA CABEZA (no tienen mente) DE NINGUN COMUNISTA Y DESDE CUANDO LA REVISIÓN DE ACTAS DE VOTACIÓN ES UN ROBO?? MEJOR CÁLLATE POBRE IMBÉCIL!!!	odio
9226	Tienen al inglés puro webeando en la banca y meten al malo culiao de Orellana weon	incivilidad
10048	@user @user Qué le vaya muy bien. ¿Tiene la propuesta de Reglamento de la Articulación Territorial Feminista?	normal
3880	Acabo de ver unas cosas en mi celular... no se si serán unas rayas en la pantalla o estará trizado... ctm me.llego a doler	incivilidad
3589	@user Buscando todo tipo de condimentos, empezó con un toque de veneno derechista ... para el raspado de la olla ...	normal
8486	@user Bueno, a los que nos gusta chupar culo, tampoco es que sea lo más higiénico del mundo jaja	incivilidad
6995	hoy descubrí que mi papá es ascendente aries, igual que yo, por otra parte mi mamá es solar aries,,,, esto explica demasiadas cosas ctm, ahora imagínense esta casa https://t.co/PLnAonl1ie	incivilidad
14114	@user al parecer las disco o rumbas extranjeras tienen chipe libre para funcionar en toque de queda , nuevamente la de hipódromo funcionando , carabineros y militares en plaza Chacabuco, parece que no se dan cuenta...los extranjeros hacen y deshacen	odio
5808	@user @user Usted sabe diferenciar muy bien quienes son los flaites que van webear, punguear, y tirar piedras al estadio, respecto de los hinchas que van a ver fútbol.	incivilidad
13023	Hace un mes y medio me contaron de una chica en un taxi colectivo en el Tecolote de la Monserrat; la chica subió que vio que iban 2 hombres el piloto y 1 mujer. En el camino a Colinas, como iba a la par del piloto la agarraron del cuello le robaron y la violaron. https://t.co/0Kf795yTNo	normal
148	Los inmigrantes son personas que trabajan duro para lograr un mejor futuro para ellos y sus familias. Su presencia aporta una riqueza cultural y añade diversidad a nuestra sociedad. Estos contribuyentes contribuyen enormemente a la economía y a nuestra sociedad.	normal
14373	@user #JudithSenadora es buena mujer	normal
12604	Vieja qlia maricona la del registro civil, la gente está desesperada, al menos detente a INTENTAAAAAR orientar, que sea, al caballero que te esta implorando #CHVNoticias	odio
6862	JAJAHAHAJAJAJAJJA lean a los argentinos ardidos, no hay desperdicio 🙈 https://t.co/Ot0usuDanh	normal
8514	@user @user @user @user Ok Pau, como sea . Un DC es 100 veces mejor que esos gorilas de ultra izquierda o comunistas. Además, el gil de Orrego es un tipo decente y capaz . Ya , no busques más excusas y a votar 🤣. Buena suerte	incivilidad
4402	@user @user ¿Cómo es posible que la clase política no tenga capacidad de ofrecer más que bodrios a los votantes? El monopolio de los partidos logra eso, y ahora con la “nueva” constitución será aún peor. La solución para estos países bananeros es un gobierno autoritario.	incivilidad
6922	"A propósito de esta noticia, en una conversación una persona puso en comparación prácticamente al mismo nivel esta innovación con la cornershop 🥴🥴🥴🥴🥴🥴🥴🥴

https://t.co/mkkeRjVc7f"	normal
2606	@user Hay muchos Argentinos jugando la Eurocopa... un Ruso de apellido Fernandes y un Belga de apellido Carrasco....	normal
3604	"@user Sé mujercita y arroba a Orrego @user, ""da cara"" como dicen los flaites."	incivilidad
13209	@user Sí y solo aplicandolo a una situacion a la ley de muerte digna, ni me meto en suicidio como vi ahi en los comentarios xq ningún médico en su sano juicio va a jamas acceder a eso xq es una máquina de armarte juicios.	normal
9786	"@user no creo que sea bueno mostrar tanto la casa d esa familia q ya fue agredida por estos delincuentes😡
A todos estos infelices hay q  sacarles la cresta🙏
No puede haber terror en la ciudad😡😡
@user y @user castiguen más😠🙏"	incivilidad
177	Creo firmemente en la igualdad y la justicia para las lesbianas. Esto significa que deben tener los mismos derechos en el trabajo, en el hogar y en el matrimonio. Deben tener acceso a la misma educación, servicios de salud y servicios sociales que el resto de la sociedad.	normal
11873	hoy es de negro	normal
12182	@user qué hijo de puta	incivilidad
7854	Señora @user : su voto de apoyo a delincuentes es un desprecio a las victimas que fueron saqueadas destruidas y violentadas.... Cruce el charco y váyase a la izquierda de una vez.... y llévese a su hermano @user ....	incivilidad
6984	X La Ctm 😟 https://t.co/837vIuF4S8	incivilidad
8255	#ElFactorOrregoMV Ossandón los adjetivos de crininales, nefastos se quedan cortos para lo que ha sido la gestión de la pandemía por parte de #PiñeraVirus Grande @user  seguimos en Dictadura como dices	incivilidad
3268	Hoy voy a hacer ejercicio después de dos meses. Pretendo quedar echa pico.	incivilidad
13107	Que será lo quiere el negro(?) https://t.co/q745vocIeh	normal
12056	@user Intuición de mujer no falla 👌🏻	normal
1641	El padre de Keiko vendió a Peru todo lo que pudo, lo privatizó, mató a más de 30 mil campesinos, esterilizó forzosamente a 300 mil mujeres indígenas, pagaba semanalmente a canales de tv para infundir el miedo al “terrorismo” a través de Laura Bozo, tiene nexos con narcos (sigue)	normal
8728	Todos a cuarentena conchetumadre! Pa q weon? Al menos tendremos CA 🥺	incivilidad
2223	"@user @user Weon tonto, estúpido
Bajo tu lógica no debería pagar luz agua gas
Hazte ver loco"	incivilidad
5544	CON EL PRÍNCIPE NO CTM https://t.co/e6r8alk8V2	incivilidad
8154	@user  hay venezolanos detenidos, sin poder comunicarse, en el centro de detención migratorio Guadalupe en Monterrey! @user @user	normal
9231	Ahora vay agregar 2 minutos paraguayo culiao	incivilidad
13171	@user Este payaso crisólogo resultó otro rojo choro	incivilidad
12697	Bueno perdimos contra un equipo que la única historia que tiene es una final PERDIDA dónde cantaron los palmeras y su ídolo es Ruben Deicas xdxdxd	normal
7453	"#60VocesNP 🎤 ✨La semana pasada les presentamos la 1ra parte y en esta oportunidad, nos encargamos de cerrar la lista. Una cuidadosa revisión de voces que cruzan diferentes estilos y generaciones.

Revisa este artículo colaborativo en #NiñaProvincia

https://t.co/rdIV81vHQO"	normal
7347	@user No es por defender al adulto, pero las leyes deberían cambiar a los 13 años se debería ya tener concentimiento, así los delincuentes menores pagarían con carcel	normal
12205	Claro, pero creerse mujer siendo hombre o creerse un animal es totalmente normal. 🤡🤡🤡🤡🤡 https://t.co/D5CjACfQj2	odio
4279	El weón aweonao. https://t.co/8n6mCKMuWr	incivilidad
1741	@user Jaaj weon payaso será dictura, blanda? Saco weas estudiar pa, ser tan, weon	incivilidad
3169	De pana la estoy perdiendo gracias a este virus maldito y las malditas cuarentenas inútiles	incivilidad
7437	@user Una mujer…o varias	normal
2452	Corte Suprema acoge recurso de amparo y deja sin efecto decreto de expulsión de ciudadano venezolano dictado po r Intendencia de Valparaíso https://t.co/KbvBWChawh	normal
7618	Se demoraron mas de 1 año en aprobar el ife universal para los chilenos y a estos delincuentes en un par de semanas les aprueban por dejar cesantes a miles de personas  #ElPeorGobiernoDeLaHistoria #NoALaReparacionDeDelincuentes	incivilidad
5484	xq ctm entra orellana x la mierda #ClasificatoriasxCHV	incivilidad
5810	@user Tere, a los torrantes, flaites y comunistas que no se atreven a dar la cara, ni siquiera se les debe dar un segundo de atención!!!	incivilidad
1869	@user Cara de pichula HUMANA	incivilidad
4511	Si Jadue es electo, doy firmado que entregará el cargo 30 años después a Jadue II, quien a su vez 50 años después hará lo mismo a Jadue III-quien replicando la historia familiar otros 45 años después nombrará como su sucesor a Jadue IV, etc y así hasta que los chilenos despierten	normal
12712	odiar a los gays no es homofobia es inevitable https://t.co/LAo3SvuPuJ	odio
5404	@user Ooooh ctm no lo había pensado, si salgo funá, ya sabemos por qué es	incivilidad
1036	"@user @user Y q salga esa mujer rasca, sesgada, ignorante??
Omg!!!"	incivilidad
11509	@user Que maravilla haberte visto en Colombia 🇨🇴, qué sencillez, carisma, elegancia, porte, belleza y profesionalismo, gracias, gracias por esa huella que dejaste en nuestros corazones, esta es tu otra patria, te amamos ❤️👏👍🤗🙏😍	normal
9212	Asqueroso planteamiento de Lasarte. Maripan el villano de la doble fecha, malo culiao.	incivilidad
11313	El Reporte de Crédito Especial es gratis una vez cada...	normal
367	¡Malditos mapuches! ¿Qué derecho tienen de reclamar sus tierras ancestrales? ¡No son nada más que bárbaros! ¡Nosotros, los que realmente dominamos el país, deberíamos echarlos todos fuera! ¡Son una distracción y una desventaja para nosotros! ¡Solo quieren vivir en nuestro país, sin contribuir ni aportar nada! ¡No deberían ni siquiera estar aquí!	odio
12871	Dos Venezolanos robando y agrediendo a un viejo en metro Lo Vial, después le pegaron a un cabro por detrás (maricones) y casi lo dejan inconsciente... #metrodesantiago @user	odio
1061	En cuanto a la eleccion de gobernadores en la RM de este domingo 13 de junio….creo que, tal vez, es mejor votar por un zurdo como @user que por un zurdo ignorante, sin capacidades, cuyo discurso es el odio de género y la lucha de clases como @user	incivilidad
7272	Y todos los chilenos que perdimos La Paz y los sueños por culpa de ellos ! #PeorCongresodeChile https://t.co/coxx7ph8B1	normal
8262	@user La oligarquía del sector oriente votando por un DC, quien lo dijera, nefastos! 🤣🤣🤣🤣🤣	incivilidad
3057	"""El motivo puede ser la desesperación por sobrevivir de la población negra, dispuesta a vender sus dientes por menos dinero que un blanco.""

George Washington usó prótesis hechas con dientes de esclavos - CENTROS DENTALES ORAL GROUP https://t.co/gy8lxhdAjn"	normal
7832	@user Viejo cara de canero, no debería ni salir en los medios este delincuente!!!!!	incivilidad
2108	Que fácil salen las amarillas en contra de Colo Colo por la cresta, sinvergüenzas qliaos!!	incivilidad
541	¡Los negros no son personas! ¡Son simples animales, sin educación ni inteligencia! No somos físicamente iguales a ellos. Somos mejores que ellos en todos los aspectos.	odio
286	Los gays son una abominación. No deberían existir; son una amenaza para la sociedad y no deben ser respetados. El homosexualismo va en contra del orden natural y hay que combatirlo. Son inmorales, inaceptables y no tienen lugar en ninguna cultura.	odio
3226	Olvidé pagar el CAE y me hicieron pico con intereses , país culiao malo JDKDJSK	incivilidad
3581	"@user @user @user Tengo un amigo que estaba en las mismas, cancelo la solicitud y mágicamente lo llamaron para llevarlo, los mando a la mismisima mierda.
Ineptos culiaos"	incivilidad
6567	"Siempre tiene una explicación para todo, pero lo unico concreto que su servicio es una mierda
Me aburrieron, ahora si los mando a la CSM a estos sinverguenzas de @user https://t.co/e0mWNUFIvE"	incivilidad
2476	@user @user @user @user Aca un vecino Venezolano le dio una patada al Perro de mi hermana. https://t.co/k3mo3fZcIk	normal
9981	En el programa de hoy.. cocinando con Fachos #LaDivinaComida	incivilidad
10953	GOOOOL CHILENO MAPUCHE HIJO DE MIL PUTA MUERANSE	odio
11627	@user Ya té lo voy a devolver negrita, no tengo el número de nadie jajaj	normal
12588	@user @user Adivina como nos tienen de agotados los comunistas.. sobre todo las pendejas gritonas como tu, chilindrina. Aprende a trabajar.	odio
8049	"@user Absolutamente toda la razón! 
Siempre pienso eso cuando hay tipos que dicen cosas desubicadas a mujeres ""¿Quién crio a este personaje?"""	normal
5134	¿La crisis hídrica. Es sequía o es saqueo? Encuesta medio ambinete @user @user indica que la mayoría de los chilenos piensa que es una mezcla. Pero en el análisis por grupo demográfico hay una división grande. https://t.co/TH1ZrDEa51	normal
7710	Y el paco desbordes defendiendo a estos concha de su madre... #JusticiaParaFabiolaMV	incivilidad
9470	@user @user @user @user @user La plata se da con los impuestos que pagamos todos nosotros, o acaso creí que Piñera o los políticos culiaos van a donar su sueldo???	incivilidad
7391	@user Que lata decirles ignorantes a los que piensan distinto	incivilidad
6745	Que vuele alto al igual que los demás funcionarios a los que el terrorismo y la delincuencia  les han arrebatado la vida en forma cobarde  y con ello también un pedacito del alma de nuestro país qué está componen en forma muy especial   esos miles de hombres y mujeres https://t.co/BZhJlHlz61	normal
4767	Yo no tengo nada en contra la actividad física (de hecho, salgo a trotar cuando puedo), pero es horrible el desdén de la gente que practica sin mascarilla. Y peor, que te salen con esa wea de que llevan tiempo así. Estamos pal hoyo, manga de weones! /1	incivilidad
7914	"@user @user @user Gil, cuantos jugadores conforman un equipo de fútbol ⚽ ?

Cuando tengas la respuesta, escribes 📝

Barcelona:
W. Guerrero; J. Muñoz, (Cedillo), P. Quinteros, P. Martínez, H. Maldonado; Espinoza, L. Argudo, D. Bravo; J. Jiménez, T. Jauch y G. Jauch.

Juveniles, verdad?"	normal
10260	Alguien me puede decir Xk han proliferado las carnicerías Colombianas en Antofagasta? , venden más barato pero las carnes son oscuras casi negrecías, grasa amarilla y su duración es muy corta aunque la congeles se echa a perder😩🙄😱	normal
5120	"Amaría que hubiesen mas Onces chilenos por aquí

TASTE OF LOVE OUT TODAY
#Taste_of_Love_Release
#오후1시_트와이스_전곡공개 
@user"	normal
12654	@user Anuncian reconversión y luego dicen q no están preparados. Que creen?que es una tarea de preescolar?Es un país no una bodega!	normal
8844	"Banana ctm no eres bienvenido en mi perfil 🐸🐸🐸🐸🐸
Banana ctm no eres bienvenido en mi perfil 🐸🐸🐸
Banana ctm no eres bienvenido en mi perfil 🐸🐸🐸🐸🐸
Banana ctm no eres bienvenido en mi perfil 🐸🐸🐸
Banana ctm no eres bienvenido en mi perfil 🐸🐸🐸🐸🐸 https://t.co/R0OrOIYQrv"	incivilidad
927	"@user @user @user @user Creo que el término acuñado ahí sería ""vídeo copias"" o ""fotovideos""... Que impresionante como este gil innova hasta en esto. 
Un wn con compromiso."	incivilidad
1860	"-Papá, qué es la paja?
-Es moverte la pichula hasta que te llenay la mano de semen. Por?
-Pq la mamá me mandó a comprar una escoba de esas"	incivilidad
12254	@user Compañere borre esa mierda de Twitt,ya que esta quedando como un vil sacoweas mundial,además no se que tan malo habrá hecho su padre como para que le saliera un hije tan amariconado como usted,los comunistas no somos así compañere 👍	odio
7585	@user @user @user @user @user @user Que triste una chica tan joven y bella, con una vida por delante. Que tristeza para su familia y nadie le rinde honores como otra mártir de PDI y la patria. Que más debe pasar para que los chilenos despierten. Una masacre donde mueran muchos patriotas?.	normal
999	@user Oye feo conchetumare que culpa tiene el hincha ¿? No está en manos de nosotros cara de weon… En cambio ustedes han trapeado con la historia de su club y los jugadores en la cancha para qué decir 😂 Ni en cancha ni en la calle dan la talla muertos hijos de perra.	incivilidad
7427	El sueño es clave, el container del patio es el del patio del Pelado, pero contra todo pronóstico y lo malo del weon, creo que es Flavia la secuestradora, una mujer muy dañada, reprimida y necesitada de mucha atención que en un acto desesperado hizo todo #DementeMega	incivilidad
1060	la bestia más peligrosa del mundo, el ignorante con poder de RR, ahí estamos	incivilidad
3534	NOOOOO POR LA CTM ME SPOILEARON ALGO DE POSE ME QUIERO MORIR CTM	incivilidad
11574	Pura cara de Bastarda!!! Fea qla!    #MiFamiliaAprueba  #SICARIOSDEPIÑERA  #PrimeraLinea  #CARCELPARAPIÑERA  #MarioRozasCriminal #PiñeraAsesino #Chile  @user   @user   @user   @user  @user  @user  @user  @user https://t.co/VPL1Vp8arD	odio
738	¡Mujeres negras, fuera! ¡No queremos tu presencia aquí! No queremos ver tu cara, ni escuchar tu voz. No mereces tener los mismos derechos que el resto de nosotros. Eres inferior y no queremos que estés aquí. Deberíamos echaros, dejar de darles trabajo y silenciarlos permanentemente.	odio
11104	@user q fácil ser mapuche así! Patudo de mierda. NO tiene ni educación el curado flojo ese  #AraucaniaEsChile	odio
11378	@user @user Le dijeron maricón tantas veces que se lo tomó muy en serio	odio
5932	@user Es que Orrego hace casi 10 años dijo que el matrimonio era entre un hombre y una mujer. Cómo no cachai jajaja	normal
9446	@user Oye Sipo, puta los culiaos irresponsables por la cresta. @user porqué ese 🤡 está ahí?	incivilidad
9163	Vargas culiao desde el 2019 que no hace goles esta peliado con el arco	incivilidad
7267	No entiendo para q hacen tanto atao don @user los ahorros son de nosotros los chilenos, o no? Porque no podemos retirarlos? El retiro del 100% les echo a perder los planes o no? Reconozcalo se les cayo la careta, no se van a poder robar nuestro 100% y eso les duele https://t.co/HTNm5724zz	normal
10065	@user @user Como feminista esperaría tb un comentario o reflexión sobre el apoyo de tu candidata y su partido @user al concejal electo x La Pintana  agresor de mujeres ¿Enserio no van a dar cara por ese tema?	normal
10538	@user Tanto Jadue como Provoste lo único que quieren es meterle mano a los fondos de pensiones de los Chilenos. O sea choriarselos. Eso sí que es rancio, ni siquiera le preguntan a la gente.	incivilidad
3984	Cinco de años de cárcel efectiva para mujer que robó televisor en vivienda de #PuntaArenas #CooperativaRegiones https://t.co/3dLfx3Cu4v https://t.co/iiEguQmKJf	normal
8419	“Es una señal que a nosotros no nos gusta, pero tenemos que aceptarla” Nosotros los chilenos cada vez que p1ñ3r4 hace algún anuncio 🤷🏻‍♂️ https://t.co/Lc4BzSVHxZ	normal
6705	"#ENVIVO Mujer sufre violento portonazo en condominio de Ñuñoa
 #24AM 

📡 Sigue la señal en vivo #24Play ➡ https://t.co/mi3yDUstrf https://t.co/vgTSrlUVzO"	normal
3463	"Facho, con que cara te burlas de la izquierda real si en menos de 12 meses has perdido 3 elecciones tres poh CTM 🤦‍♂️
Apruebo 79%
Constituyentes quedaron sin Quorum 
Gobernadores 1 sólo 

La Única eleccion que ganaste fue una elección ajena, sdw 🤦‍♂️"	incivilidad
47	Cada persona tiene el derecho a amar y ser amado sin temor o prejuicios, y esto debe ser aceptado democraticamente no solo por la comunidad, sino que también respaldado en leyes.	normal
14771	Soy el único que se ha dado cuenta que con la llegada de extranjeros a Chile, los asesinatos aumentaron en numero y en nivel de violencia. Ya cacharon que aquí esta el 🧀	odio
1608	@user @user @user sí, yo también voy al psicólogo, por lo tanto empatizo con las víctimas, si ellas y otras mujeres se sienten cómodas y seguras en espacios exclusivos para mujeres y eligen politizar sus problemas desde ese espacio, no las voy a cuestionar porque les encuentro la razón	normal
11149	@user Hay varios vídeos de ejercicios en YouTube de cómo soltar la mano al dibujar o ejercicios para hacer trazos más largos, eso te puede ayudar. También otra cosa es el de comprar diferentes tipos de grosor de lápices del 4h asta el 6b, vale la pena es una gran inversión. https://t.co/VoNUpJyoIs	normal
8209	@user @user @user Zanganos corruptos y cobardes	incivilidad
12092	🏛️ Sobre el proyecto de ley que criminaliza las ONG, aprobado por la Asamblea Nacional de 2020, Mariela asegura que tendrá “consecuencias devastadoras para la personas en situación de mayor vulnerabilidad”, así como representar una violación al derecho de asociación.	normal
9568	"@user no es razonable q @user aparezca como culpable d la muerte d un delincuente in fraganti con antecedentes y potencial% armado😡
"" muere baleado"" es una forma incorrecta/incompleta d expresarse @user 
Cuanta gente vive en terror permanente?😱😡
@user @user"	incivilidad
4489	"Patética la cobertura de noticiario de #TVN a Proboste, son el canal de todos los chilenos no sólo de la izquierda #24Horastvn
#EleccionesGobernador2021"	incivilidad
4737	Al menos 10 weones sin mascarilla abrazandose celebrando el segundo gol de Colombia 🤦‍♂️	incivilidad
10324	@user @user @user Cállate idiota resentido y andá a trabajar	incivilidad
13811	@user @user @user @user @user @user @user @user Los mapuches se pitiaron a casi todos los pueblés originarios de Chile.	odio
5963	@user @user Una soberana tonta. No puedo entender cómo esta mujer pudo llegar a presentarse como gobernadora. Espero que la gente investigue un poquito antes de votar. Sino estamos mal...	incivilidad
6966	@user @user @user Los comunistas les dan las espalda a los números, por eso no entenderán nunca	incivilidad
12434	@user @user @user A sido desde siempre por que yo te comente primeramente esa situación, entre el pueblo mapuche vs el estado.   Claro que la ignoras [ pueblo indígenas], viven acá antes que nosotros siquiera fuéramos un pensamiento , son originarios.   Ignoras la historia de tu país.	normal
11230	Para mi es lo mejor del mundo y soy una niña más https://t.co/KW2LyzVIHN	normal
